paymentGoodputSent:vector PCN.node9 (#0 - General-0-20250701-23:02:47-175902),,paymentGoodputSent:vector PCN.node7 (#0 - General-0-20250701-23:02:47-175902),,paymentGoodputSent:vector PCN.node4 (#0 - General-0-20250701-23:02:47-175902),,paymentGoodputSent:vector PCN.node8 (#0 - General-0-20250701-23:02:47-175902),,paymentGoodputSent:vector PCN.node5 (#0 - General-0-20250701-23:02:47-175902),
1414,1,2456,1,2627.5,0.974358974358970005,1458.5,0.897435897435900017,,
1414,1,2465,1,2627.5,0.974999999999999863,1458.5,0.899999999999999907,,
1414,1,2519,1,2627.5,0.975609756097559838,1552,0.902439024390240036,,
1414,1,2519,1,2627.5,0.976190476190480045,1552,0.904761904761899988,,
1414,1,2564,1,2767.5,0.976744186046510028,1574,0.906976744186049895,,
1468,1,2564,1,2855,0.977272727272729953,1599,0.886363636363640013,,
1468,1,2564,1,2912,0.977777777777779851,1611,0.888888888888889945,,
1550,1,2564,1,2967.5,0.978260869565219955,1623,0.891304347826090023,,
1550,1,2564,1,2967.5,0.978723404255319891,1676,0.893617021276599917,,
1550,1,2681,1,2967.5,0.979166666666669845,1683,0.895833333333329925,,
1550,1,2764,1,2967.5,0.979591836734689853,1683,0.897959183673469937,,
1604,1,2809,1,3055,0.97999999999999998,1700,0.899999999999999907,,
1604,1,2809,1,3055,0.980392156862750048,1799,0.901960784313729831,,
1664,1,2827,1,3055,0.980769230769229946,1809,0.903846153846149964,,
1664,1,2919,1,3191.5,0.98113207547169989,1809,0.905660377358489914,,
1718,1,2919,1,3268.5,0.981481481481479839,1809,0.907407407407409878,,
1718,1,2964,1,3270.5,0.981818181818179919,1823,0.890909090909089978,,
1718,1,3000,1,3537,0.982142857142859867,1856,0.892857142857139903,,
1757,1,3065,1,3537,0.98245614035088002,1901,0.877192982456139965,,
1872,1,3065,1,3537,0.982758620689659907,1914,0.879310344827589847,,
1918,1,3119,1,3537,0.983050847457630046,1930,0.88135593220338992,,
1950,1,3200,1,3537,0.983333333333329834,1965,0.883333333333329968,,
1950,1,3247.5,1,3576,0.983606557377050046,2023,0.885245901639339912,,
1957,1,3247.5,1,3620,0.983870967741939935,2023,0.887096774193550037,,
1957,1,3260,1,3640,0.984126984126979961,2023,0.888888888888889945,,
2004,1,3269,1,3640,0.984375,2076,0.890625,,
2004,1,3312,1,3688.5,0.984615384615380001,2076,0.892307692307690023,,
2028,1,3319,1,3688.5,0.98484848484847997,2076,0.893939393939390033,,
2028,1,3360,1,3737,0.98507462686567004,2083,0.895522388059699854,,
2118,1,3384,1,3790,0.985294117647059981,2130,0.897058823529409906,,
2118,1,3400,1,3810,0.98550724637680997,2130,0.898550724637680038,,
2135,1,3469,1,3853,0.985714285714289978,2130,0.899999999999999907,,
2164,1,3469,1,3925,0.985915492957750046,2130,0.90140845070422992,,
2210,1,3599.5,1,3942,0.986111111111110046,2174,0.902777777777779895,,
2229,1,3625.5,1,3974,0.986301369863009865,2174,0.890410958904110035,,
2266,1,3625.5,1,3980,0.986486486486489951,2223,0.891891891891889883,,
2330,1,3669.5,1,4040,0.986666666666669907,2242,0.893333333333329978,,
